Constituency_Number,Constituency_Name,Total_Electors,Total_Votes_Polled,Position,Candidate_Name,Votes,Vote_Percentage,Party
167,Surajgarha,329176,187668,11,Shyam Kishore Singh,1639,0.9,Bhartiya Sablog Party
167,Surajgarha,329176,187668,12,Rupesh Kumar Shrivastava,1337,0.7,Independent
167,Surajgarha,329176,187668,13,Abhishek Ranjan,1162,0.6,Independent
167,Surajgarha,329176,187668,14,Pappu Singh,1090,0.6,Rashtriya Jan Jan Party
167,Surajgarha,329176,187668,15,Amarjit Patel,990,0.5,Independent
167,Surajgarha,329176,187668,16,Sandip Kumar,960,0.5,Jantantrik Lokhit Party
167,Surajgarha,329176,187668,17,Akhileshwar Bhagat,800,0.4,Bahujan Maha Party
167,Surajgarha,329176,187668,18,Rana Amit Kumar Singh,681,0.4,Janata Party
167,Surajgarha,329176,187668,19,Ajay Kumar,581,0.3,Aam Janta Party Rashtriya
168,Lakhisarai,357766,192231,1,Vijay Kumar Sinha,74212,38.6,Bharatiya Janta Party
168,Lakhisarai,357766,192231,2,Amaresh Kumar,63729,33.2,Indian National Congress
168,Lakhisarai,357766,192231,3,Sujeet Kumar S/o- Balmiki Singh,11570,6.0,Independent
168,Lakhisarai,357766,192231,4,Fulena Singh,10938,5.7,Independent
168,Lakhisarai,357766,192231,5,Kumari Babita,4922,2.6,Independent
168,Lakhisarai,357766,192231,6,Rajiv Ranjan Kumar Rai,4085,2.1,Bahujan Samaj Party
168,Lakhisarai,357766,192231,7,Sujit Kumar S/o- Sudhir Kumar Singh,4021,2.1,Independent
168,Lakhisarai,357766,192231,8,Vijay Prasad Singh,3859,2.0,Independent
168,Lakhisarai,357766,192231,9,Vimal Kumar,3095,1.6,Jan Adhikar Party (Loktantrik)
168,Lakhisarai,357766,192231,10,Rajendra Prasad Sahu,2426,1.3,Independent
168,Lakhisarai,357766,192231,11,Sudhir Kumar,2331,1.2,Independent
168,Lakhisarai,357766,192231,12,Vijay Ram,1782,0.9,Aam Janta Party Rashtriya
168,Lakhisarai,357766,192231,13,Vijay Kumar,1259,0.7,Independent
168,Lakhisarai,357766,192231,14,Rakesh Kumar,1079,0.6,Independent
168,Lakhisarai,357766,192231,15,Murari Kumar Alias Murari Kumar Harsh,944,0.5,Independent
168,Lakhisarai,357766,192231,16,Sunil Kumar,698,0.4,Independent
168,Lakhisarai,357766,192231,17,Bharath Mahto,692,0.4,Independent
168,Lakhisarai,357766,192231,18,Pranay Kumar,589,0.3,Independent
169,Sheikhpura,242045,141485,1,Vijay Kumar,56365,39.8,Rashtriya Janata Dal
169,Sheikhpura,242045,141485,2,Randhir Kumar Soni,50249,35.5,Janata Dal (United)
169,Sheikhpura,242045,141485,3,Imam Ghazali,14552,10.3,Lok Jan Shakti Party
169,Sheikhpura,242045,141485,4,Rinku Devi,6012,4.3,Independent
169,Sheikhpura,242045,141485,5,Dilip Kumar,4900,3.5,Rashtriya Jan Jan Party
169,Sheikhpura,242045,141485,6,Sanket Kumar,3345,2.4,Rashtriya Lok Samta Party
169,Sheikhpura,242045,141485,7,Rajendra Prasad Gupta,2233,1.6,Independent
169,Sheikhpura,242045,141485,8,Gautam Kumar,1371,1.0,Independent
169,Sheikhpura,242045,141485,9,Ajay Kumar,971,0.7,Jan Adhikar Party (Loktantrik)
169,Sheikhpura,242045,141485,10,Krishna Murari Kumar,769,0.5,Independent
169,Sheikhpura,242045,141485,11,Daro Bind,718,0.5,Jantantrik Lokhit Party
170,Barbigha,215424,116527,1,Sudarshan Kumar,39878,34.2,Janata Dal (United)
170,Barbigha,215424,116527,2,Gajanand Shahi,39765,34.1,Indian National Congress
170,Barbigha,215424,116527,3,Madhukar Kumar,18930,16.3,Lok Jan Shakti Party
170,Barbigha,215424,116527,4,Rakesh Ranjan,7139,6.1,Independent
170,Barbigha,215424,116527,5,Gopal Kumar,4458,3.8,Rashtriya Jan Jan Party
170,Barbigha,215424,116527,6,Deepak Kumar Sharma,1770,1.5,Independent
170,Barbigha,215424,116527,7,Mritunjay Kumar,1763,1.5,Rashtriya Lok Samta Party
170,Barbigha,215424,116527,8,Rajendra Prasad,1110,1.0,Independent
170,Barbigha,215424,116527,9,Mohamad Azam Khan,880,0.8,Independent
170,Barbigha,215424,116527,10,Navin Kumar,834,0.7,Nationalist Congress Party
171,Asthawan,281495,143006,1,Jitendra Kumar,51525,36.0,Janata Dal (United)
171,Asthawan,281495,143006,2,Anil Kumar,39925,27.9,Rashtriya Janata Dal
171,Asthawan,281495,143006,3,Ramesh Kumar,21844,15.3,Lok Jan Shakti Party
171,Asthawan,281495,143006,4,Bipin Kumar,9134,6.4,Independent
171,Asthawan,281495,143006,5,Gauri Kumar,3608,2.5,Independent
171,Asthawan,281495,143006,6,Ajeet Kumar,2446,1.7,Independent
171,Asthawan,281495,143006,7,Uday Shankar Kumar,2391,1.7,Independent
171,Asthawan,281495,143006,8,Sushil Prasad,1758,1.2,Janata Dal (Secular)
171,Asthawan,281495,143006,9,Chandra Mauli Prasad,1432,1.0,Independent
171,Asthawan,281495,143006,10,Punam Kumari,1311,0.9,The Plurals Party
171,Asthawan,281495,143006,11,Anil Kumar,1288,0.9,Bharatiya Momin Front
171,Asthawan,281495,143006,12,Balmukund Paswan,1259,0.9,Independent
171,Asthawan,281495,143006,13,Raghunath Ram,957,0.7,Rashtriya Janwadi Party (Socialist)
171,Asthawan,281495,143006,14,Genori Mochi,938,0.7,Bahujan Mukti Party
171,Asthawan,281495,143006,15,Deoki Paswan,917,0.6,Bhartiya Rashtriya Dal
171,Asthawan,281495,143006,16,Rajeev Ranjan,667,0.5,Bhartiya Sablog Party
171,Asthawan,281495,143006,17,Sachindra Kumar,637,0.5,Bhartiya Party (Loktantrik)
171,Asthawan,281495,143006,18,Sujay Kumar,562,0.4,Rashtriya Secular Majlis Party
171,Asthawan,281495,143006,19,Vinita Kumari,407,0.3,Shiv Sena
172,Biharsharif,366286,182641,1,Dr. Sunil Kumar Father's Name :-Bhagwat Prasad,81888,44.8,Bharatiya Janta Party
172,Biharsharif,366286,182641,2,Sunil Kumar Father?? Name :- Shyamnandan Prasad,66786,36.6,Rashtriya Janata Dal
172,Biharsharif,366286,182641,3,Afreen Sultana,13443,7.4,Independent
172,Biharsharif,366286,182641,4,Shamim Akhtar,2626,1.4,Social Democratic Party Of India
172,Biharsharif,366286,182641,5,Ritu Kumar Alias Bhosu Bhai Yadav,2450,1.3,Independent
172,Biharsharif,366286,182641,6,Sudhanshu Kumar,1937,1.1,Janata Dal (Secular)
172,Biharsharif,366286,182641,7,Md. Safir Alam,1820,1.0,Rashtriya Secular Majlis Party
172,Biharsharif,366286,182641,8,Shashikant Kumar Alias Banti Raj,1506,0.8,Bahujan Samaj Party
172,Biharsharif,366286,182641,9,Anil Kumar,1432,0.8,Independent
172,Biharsharif,366286,182641,10,Manoj Prasad,1148,0.6,Independent
172,Biharsharif,366286,182641,11,Md. Akhtar,1050,0.6,Loktantrik Janta Dal
172,Biharsharif,366286,182641,12,Mithilesh Paswan,1005,0.6,Independent
172,Biharsharif,366286,182641,13,Rajkumar,990,0.5,Nationalist Congress Party
172,Biharsharif,366286,182641,14,Adarsh Patel,833,0.5,Jantantrik Vikas Party
172,Biharsharif,366286,182641,15,Umesh Paswan,570,0.3,Independent
172,Biharsharif,366286,182641,16,Sachin Kumar,558,0.3,Independent
172,Biharsharif,366286,182641,17,Sunil Paswan,523,0.3,Independent
172,Biharsharif,366286,182641,18,Ravi Ranjan Kumar,475,0.3,Janata Party
172,Biharsharif,366286,182641,19,Prabhat Kumar Nirala,436,0.2,Sankhyanupati Bhagidari Party
172,Biharsharif,366286,182641,20,Ashok Kumar,306,0.2,Rashtriya Janshakti Party (Secular)
172,Biharsharif,366286,182641,21,Kaushal Kumar Kaushlendra Sinha Alias Bharat Manas,301,0.2,Independent
172,Biharsharif,366286,182641,22,Anish Kumar,299,0.2,Shoshit Samaj Dal
172,Biharsharif,366286,182641,23,Irshad Ahmad,259,0.1,All India Minorities Front
173,Rajgir,285507,156316,1,Kaushal Kishore,67191,43.0,Janata Dal (United)
173,Rajgir,285507,156316,2,Ravi Joyti Kumar,51143,32.7,Indian National Congress
173,Rajgir,285507,156316,3,Manju Devi,11174,7.2,Lok Jan Shakti Party
173,Rajgir,285507,156316,4,Shambhu Kumar,4954,3.2,Bahujan Samaj Party
173,Rajgir,285507,156316,5,Ashok Kumar,3842,2.5,Independent
173,Rajgir,285507,156316,6,Satish Manjhi,2725,1.7,Bhartiya Sablog Party
173,Rajgir,285507,156316,7,Upendra Prasad,2203,1.4,Independent
173,Rajgir,285507,156316,8,Amit Kumar Paswan,1816,1.2,Janata Dal (Secular)
173,Rajgir,285507,156316,9,Satyendra Kumar,1432,0.9,Independent
173,Rajgir,285507,156316,10,Surendra Kumar Arya,1329,0.9,Maanavvaadi Janta Party
173,Rajgir,285507,156316,11,Sanjay Kumar,1280,0.8,Rashtriya Secular Majlis Party
173,Rajgir,285507,156316,12,Rakesh Paswan,1172,0.8,Bhartiya Rashtriya Dal
173,Rajgir,285507,156316,13,Sonu Kumar,909,0.6,Lok Jan Vikas Morcha
173,Rajgir,285507,156316,14,Jagdeo Das,825,0.5,Jai Maha Bharath Party
173,Rajgir,285507,156316,15,Suresh Kumar Das,735,0.5,Independent
173,Rajgir,285507,156316,16,Vilas Paswan,702,0.5,Independent
173,Rajgir,285507,156316,17,Pappu Paswan,650,0.4,Nationalist Congress Party
173,Rajgir,285507,156316,18,Aarti Devi,583,0.4,Shoshit Samaj Dal
173,Rajgir,285507,156316,19,Kumari Gunja Sinha,560,0.4,Jan Adhikar Party (Loktantrik)
173,Rajgir,285507,156316,20,Mahesh Paswan,479,0.3,Bharat Bhrashtachar Mitao Party
173,Rajgir,285507,156316,21,Suresh Ram,324,0.2,Independent
173,Rajgir,285507,156316,22,Valram Das,288,0.2,Independent
174,Islampur,282139,162434,1,Rakesh Kumar Roushan,68088,41.9,Rashtriya Janata Dal
174,Islampur,282139,162434,2,Chandra Sen Prasad,64390,39.6,Janata Dal (United)
174,Islampur,282139,162434,3,Naresh Prasad Singh,8597,5.3,Lok Jan Shakti Party
174,Islampur,282139,162434,4,Mahendra Singh Yadav,3750,2.3,Independent
174,Islampur,282139,162434,5,Bharat Prasad Singh,3719,2.3,Rashtriya Lok Samta Party
174,Islampur,282139,162434,6,Meena Devi,3359,2.1,Independent
174,Islampur,282139,162434,7,Shatrudhan Prasad Malakar,3292,2.0,Sanyukt Kisan Vikas Party
174,Islampur,282139,162434,8,Sameer Kumar,1884,1.2,Independent
174,Islampur,282139,162434,9,Siyasharan Prasad Singh,984,0.6,Nationalist Congress Party
174,Islampur,282139,162434,10,Ajay Kumar,843,0.5,Independent
174,Islampur,282139,162434,11,Vikash Kumar Gaurav,827,0.5,National Jagaran Party
174,Islampur,282139,162434,12,Munna Kumar Keshari,682,0.4,Janata Dal (Secular)
174,Islampur,282139,162434,13,Dayanand Prasad,596,0.4,The Plurals Party
174,Islampur,282139,162434,14,Ajit Kumar,461,0.3,Rashtriya Janwadi Party (Socialist)
174,Islampur,282139,162434,15,Madan Kumar,398,0.3,Pragatisheel Magahi Samaj
174,Islampur,282139,162434,16,Pankaj Kumar,320,0.2,Bharat Bhrashtachar Mitao Party
174,Islampur,282139,162434,17,Kumar Pankaj Prasad,244,0.2,Bharatiya Inqalab Party
175,Hilsa,292643,164558,1,Krishnamurari Sharan Urf Prem Mukhiya,61848,37.6,Janata Dal (United)
175,Hilsa,292643,164558,2,Atri Muni Urf Shakti Singh Yadav,61836,37.6,Rashtriya Janata Dal
175,Hilsa,292643,164558,3,Kumar Suman Singh Urf Ranjit Singh,17471,10.6,Lok Jan Shakti Party
175,Hilsa,292643,164558,4,Ramvilaf Paswan,3082,1.9,Bahujan Samaj Party
175,Hilsa,292643,164558,5,Dular Chand Prasad,2843,1.7,Independent
175,Hilsa,292643,164558,6,Kapil Prasad,2791,1.7,Independent
175,Hilsa,292643,164558,7,Raju Kumar,2672,1.6,Jan Adhikar Party (Loktantrik)
175,Hilsa,292643,164558,8,Abhay Shankar,2122,1.3,Rashtriya Jan Jan Party
175,Hilsa,292643,164558,9,Suryamani Prakash,1949,1.2,Jantantrik Vikas Party
175,Hilsa,292643,164558,10,Sudhir Kumar,1792,1.1,Independent
175,Hilsa,292643,164558,11,Munendra Kumar,1025,0.6,Independent
175,Hilsa,292643,164558,12,Jainendra Kumar,972,0.6,Nationalist Congress Party
175,Hilsa,292643,164558,13,Ashok Kumar,969,0.6,Independent
175,Hilsa,292643,164558,14,Ravindar Das,692,0.4,Shoshit Samaj Dal
175,Hilsa,292643,164558,15,Shyam Kant Kumar,682,0.4,National Jagaran Party
